Country code,State code,Postcode / ZIP,City,Rate %,Tax name,Priority,Compound,Shipping,Tax class
US,AK,99653,LAKE AND PENINSULA BOROUGH,0.0000%,AK State Tax,1,0,0,
US,AK,99654,MATANUSKA-SUSITNA BOROUGH,0.0000%,AK State Tax,1,0,0,
US,AK,99655,QUINHAGAK,0.0000%,AK State Tax,1,0,0,
US,AK,99656,ALASKA STATE,0.0000%,AK State Tax,1,0,0,
US,AK,99657,ALASKA STATE,0.0000%,AK State Tax,1,0,0,
US,AK,99658,ST. MARY'S,0.0000%,AK State Tax,1,0,0,
US,AK,99659,GRAYLING,0.0000%,AK State Tax,1,0,0,
US,AK,99660,SAINT PAUL,0.0000%,AK State Tax,1,0,0,
US,AK,99661,ALEUTIANS EAST BOROUGH,0.0000%,AK State Tax,1,0,0,
US,AK,99662,ALASKA STATE,0.0000%,AK State Tax,1,0,0,
US,AK,99663,SELDOVIA,0.0000%,AK State Tax,1,0,0,
US,AK,99664,KENAI PENINSULA BURROUGH,0.0000%,AK State Tax,1,0,0,
US,AK,99665,SHAGELUK,0.0000%,AK State Tax,1,0,0,
US,AK,99667,MATANUSKA-SUSITNA BOROUGH,0.0000%,AK State Tax,1,0,0,
US,AK,99668,ALASKA STATE,0.0000%,AK State Tax,1,0,0,
US,AK,99669,SOLDOTNA,0.0000%,AK State Tax,1,0,0,
US,AK,99670,BRISTOL BAY BOROUGH,0.0000%,AK State Tax,1,0,0,
US,AK,99671,STEBBINS,0.0000%,AK State Tax,1,0,0,
US,AK,99672,KENAI PENINSULA BURROUGH,0.0000%,AK State Tax,1,0,0,
US,AK,99674,MATANUSKA-SUSITNA BOROUGH,0.0000%,AK State Tax,1,0,0,
US,AK,99675,ALASKA STATE,0.0000%,AK State Tax,1,0,0,
US,AK,99676,MATANUSKA-SUSITNA BOROUGH,0.0000%,AK State Tax,1,0,0,
US,AK,99677,ALASKA STATE,0.0000%,AK State Tax,1,0,0,
US,AK,99678,ALASKA STATE,0.0000%,AK State Tax,1,0,0,
US,AK,99679,BETHEL,0.0000%,AK State Tax,1,0,0,
US,AK,99680,ALASKA STATE,0.0000%,AK State Tax,1,0,0,
US,AK,99681,ALASKA STATE,0.0000%,AK State Tax,1,0,0,
US,AK,99682,KENAI PENINSULA BURROUGH,0.0000%,AK State Tax,1,0,0,
US,AK,99683,MATANUSKA-SUSITNA BOROUGH,0.0000%,AK State Tax,1,0,0,
US,AK,99684,UNALAKLEET,0.0000%,AK State Tax,1,0,0,
US,AK,99685,UNALASKA,0.0000%,AK State Tax,1,0,0,
US,AK,99686,ALASKA STATE,0.0000%,AK State Tax,1,0,0,
US,AK,99687,MATANUSKA-SUSITNA BOROUGH,0.0000%,AK State Tax,1,0,0,
US,AK,99688,MATANUSKA-SUSITNA BOROUGH,0.0000%,AK State Tax,1,0,0,
US,AK,99689,YAKUTAT,0.0000%,AK State Tax,1,0,0,
US,AK,99691,NIKOLAI,0.0000%,AK State Tax,1,0,0,
US,AK,99692,UNALASKA,0.0000%,AK State Tax,1,0,0,
US,AK,99693,ANCHORAGE BOROUGH,0.0000%,AK State Tax,1,0,0,
US,AK,99694,HOUSTON,0.0000%,AK State Tax,1,0,0,
US,AK,99701,FAIRBANKS,0.0000%,AK State Tax,1,0,0,
US,AK,99702,FAIRBANKS NORTH STAR BOROUGH,0.0000%,AK State Tax,1,0,0,
US,AK,99703,FORT WAINWRIGHT,0.0000%,AK State Tax,1,0,0,
US,AK,99704,CLEAR AIR FORCE BASE,0.0000%,AK State Tax,1,0,0,
US,AK,99705,FAIRBANKS NORTH STAR BOROUGH,0.0000%,AK State Tax,1,0,0,
US,AK,99706,FAIRBANKS,0.0000%,AK State Tax,1,0,0,
US,AK,99707,FAIRBANKS,0.0000%,AK State Tax,1,0,0,
US,AK,99708,FAIRBANKS NORTH STAR BOROUGH,0.0000%,AK State Tax,1,0,0,
US,AK,99709,FAIRBANKS NORTH STAR BOROUGH,0.0000%,AK State Tax,1,0,0,
US,AK,99712,FAIRBANKS NORTH STAR BOROUGH,0.0000%,AK State Tax,1,0,0,
US,AK,99714,FAIRBANKS NORTH STAR BOROUGH,0.0000%,AK State Tax,1,0,0,
US,AK,99720,ALLAKAKET,0.0000%,AK State Tax,1,0,0,
US,AK,99721,ANAKTUVUK PASS,0.0000%,AK State Tax,1,0,0,
US,AK,99722,ALASKA STATE,0.0000%,AK State Tax,1,0,0,
US,AK,99723,NORTH SLOPE BOROUGH,0.0000%,AK State Tax,1,0,0,
US,AK,99724,ALASKA STATE,0.0000%,AK State Tax,1,0,0,
US,AK,99725,FAIRBANKS NORTH STAR BOROUGH,0.0000%,AK State Tax,1,0,0,
US,AK,99726,BETTLES,0.0000%,AK State Tax,1,0,0,
US,AK,99727,NORTHWEST ARCTIC BOROUGH,0.0000%,AK State Tax,1,0,0,
US,AK,99729,DENALI BOROUGH,0.0000%,AK State Tax,1,0,0,
US,AK,99730,ALASKA STATE,0.0000%,AK State Tax,1,0,0,
US,AK,99731,ALASKA STATE,0.0000%,AK State Tax,1,0,0,
US,AK,99732,ALASKA STATE,0.0000%,AK State Tax,1,0,0,
US,AK,99733,ALASKA STATE,0.0000%,AK State Tax,1,0,0,
US,AK,99734,NORTH SLOPE BOROUGH,0.0000%,AK State Tax,1,0,0,
US,AK,99736,NORTHWEST ARCTIC BOROUGH,0.0000%,AK State Tax,1,0,0,
US,AK,99737,ALASKA STATE,0.0000%,AK State Tax,1,0,0,
US,AK,99738,EAGLE,0.0000%,AK State Tax,1,0,0,
US,AK,99739,ALASKA STATE,0.0000%,AK State Tax,1,0,0,
US,AK,99740,FORT YUKON,0.0000%,AK State Tax,1,0,0,
US,AK,99741,GALENA,0.0000%,AK State Tax,1,0,0,
US,AK,99742,GAMBELL,0.0000%,AK State Tax,1,0,0,
US,AK,99743,DENALI BOROUGH,0.0000%,AK State Tax,1,0,0,
US,AK,99744,ANDERSON,0.0000%,AK State Tax,1,0,0,
US,AK,99745,HUGHES,0.0000%,AK State Tax,1,0,0,
US,AK,99746,HUSLIA,0.0000%,AK State Tax,1,0,0,
US,AK,99747,KAKTOVIK,0.0000%,AK State Tax,1,0,0,
US,AK,99748,KALTAG,0.0000%,AK State Tax,1,0,0,
US,AK,99749,NORTHWEST ARCTIC BOROUGH,0.0000%,AK State Tax,1,0,0,
US,AK,99750,KIVALINA,0.0000%,AK State Tax,1,0,0,
US,AK,99751,KOBUK,0.0000%,AK State Tax,1,0,0,
US,AK,99752,KOTZEBUE,0.0000%,AK State Tax,1,0,0,
US,AK,99753,KOYUK,0.0000%,AK State Tax,1,0,0,
US,AK,99754,ALASKA STATE,0.0000%,AK State Tax,1,0,0,
US,AK,99755,DENALI BOROUGH,0.0000%,AK State Tax,1,0,0,
US,AK,99756,ALASKA STATE,0.0000%,AK State Tax,1,0,0,
US,AK,99757,ALASKA STATE,0.0000%,AK State Tax,1,0,0,
US,AK,99758,ALASKA STATE,0.0000%,AK State Tax,1,0,0,
US,AK,99759,NORTH SLOPE BOROUGH,0.0000%,AK State Tax,1,0,0,
US,AK,99760,NENANA,0.0000%,AK State Tax,1,0,0,
US,AK,99761,NORTHWEST ARCTIC BOROUGH,0.0000%,AK State Tax,1,0,0,
US,AK,99762,NOME,0.0000%,AK State Tax,1,0,0,
US,AK,99763,NORTHWEST ARCTIC BOROUGH,0.0000%,AK State Tax,1,0,0,
US,AK,99764,ALASKA STATE,0.0000%,AK State Tax,1,0,0,
US,AK,99765,NULATO,0.0000%,AK State Tax,1,0,0,
US,AK,99766,POINT HOPE,0.0000%,AK State Tax,1,0,0,
US,AK,99767,ALASKA STATE,0.0000%,AK State Tax,1,0,0,
US,AK,99768,RUBY,0.0000%,AK State Tax,1,0,0,
US,AK,99769,ALASKA STATE,0.0000%,AK State Tax,1,0,0,
US,AK,99770,NORTHWEST ARCTIC BOROUGH,0.0000%,AK State Tax,1,0,0,
US,AK,99771,ALASKA STATE,0.0000%,AK State Tax,1,0,0,
US,AK,99772,SHISHMAREF,0.0000%,AK State Tax,1,0,0,
US,AK,99773,NORTHWEST ARCTIC BOROUGH,0.0000%,AK State Tax,1,0,0,
US,AK,99774,ALASKA STATE,0.0000%,AK State Tax,1,0,0,
US,AK,99775,FAIRBANKS NORTH STAR BOROUGH,0.0000%,AK State Tax,1,0,0,
US,AK,99776,ALASKA STATE,0.0000%,AK State Tax,1,0,0,
US,AK,99777,TANANA,0.0000%,AK State Tax,1,0,0,
US,AK,99778,ALASKA STATE,0.0000%,AK State Tax,1,0,0,
US,AK,99780,ALASKA STATE,0.0000%,AK State Tax,1,0,0,
US,AK,99781,ALASKA STATE,0.0000%,AK State Tax,1,0,0,
US,AK,99782,WAINWRIGHT,0.0000%,AK State Tax,1,0,0,
US,AK,99783,WALES,0.0000%,AK State Tax,1,0,0,
US,AK,99784,WHITE MOUNTAIN,0.0000%,AK State Tax,1,0,0,
US,AK,99785,ALASKA STATE,0.0000%,AK State Tax,1,0,0,
US,AK,99786,AMBLER,0.0000%,AK State Tax,1,0,0,
US,AK,99788,ALASKA STATE,0.0000%,AK State Tax,1,0,0,
US,AK,99789,NUIQSUT,0.0000%,AK State Tax,1,0,0,
US,AK,99790,FAIRBANKS NORTH STAR BOROUGH,0.0000%,AK State Tax,1,0,0,
US,AK,99791,NORTH SLOPE BOROUGH,0.0000%,AK State Tax,1,0,0,
US,AK,99801,JUNEAU BURROUGH,0.0000%,AK State Tax,1,0,0,
US,AK,99820,ALASKA STATE,0.0000%,AK State Tax,1,0,0,
US,AK,99824,JUNEAU BURROUGH,0.0000%,AK State Tax,1,0,0,
US,AK,99825,ALASKA STATE,0.0000%,AK State Tax,1,0,0,
US,AK,99826,ALASKA STATE,0.0000%,AK State Tax,1,0,0,
US,AK,99827,HAINES BURROUGH,0.0000%,AK State Tax,1,0,0,
US,AK,99829,HOONAH,0.0000%,AK State Tax,1,0,0,
US,AK,99830,KAKE,0.0000%,AK State Tax,1,0,0,
US,AK,99832,PELICAN,0.0000%,AK State Tax,1,0,0,
US,AK,99833,PETERSBURG BOROUGH,0.0000%,AK State Tax,1,0,0,
US,AK,99835,SITKA BURROUGH,0.0000%,AK State Tax,1,0,0,
US,AK,99836,PORT ALEXANDER,0.0000%,AK State Tax,1,0,0,
US,AK,99840,SKAGWAY,0.0000%,AK State Tax,1,0,0,
US,AK,99841,TENAKEE SPRINGS,0.0000%,AK State Tax,1,0,0,
US,AK,99901,KETCHIKAN,0.0000%,AK State Tax,1,0,0,
US,AK,99903,WRANGELL,0.0000%,AK State Tax,1,0,0,
US,AK,99918,ALASKA STATE,0.0000%,AK State Tax,1,0,0,
US,AK,99919,ALASKA STATE,0.0000%,AK State Tax,1,0,0,
US,AK,99921,CRAIG,0.0000%,AK State Tax,1,0,0,
US,AK,99922,ALASKA STATE,0.0000%,AK State Tax,1,0,0,
US,AK,99923,ALASKA STATE,0.0000%,AK State Tax,1,0,0,
US,AK,99925,KLAWOCK,0.0000%,AK State Tax,1,0,0,
US,AK,99926,ALASKA STATE,0.0000%,AK State Tax,1,0,0,
US,AK,99927,ALASKA STATE,0.0000%,AK State Tax,1,0,0,
US,AK,99928,KETCHIKAN GATEWAY BURROUGH,0.0000%,AK State Tax,1,0,0,
US,AK,99929,WRANGELL,0.0000%,AK State Tax,1,0,0,
US,AL,35004,MOODY,11.5000%,AL State Tax,1,0,0,
US,AL,35005,ADAMSVILLE,11.5000%,AL State Tax,1,0,0,
US,AL,35006,JEFFERSON COUNTY,11.5000%,AL State Tax,1,0,0,
US,AL,35007,ALABASTER,11.0000%,AL State Tax,1,0,0,
US,AL,35010,ALEXANDER,10.5000%,AL State Tax,1,0,0,
US,AL,35013,ALLGOOD,10.0000%,AL State Tax,1,0,0,
US,AL,35014,TALLADEGA COUNTY,10.0000%,AL State Tax,1,0,0,
US,AL,35015,IRONDALE,10.0000%,AL State Tax,1,0,0,
US,AL,35016,ARAB (MARSHALL CO),10.0000%,AL State Tax,1,0,0,
US,AL,35019,CULLMAN COUNTY,10.0000%,AL State Tax,1,0,0,
US,AL,35020,BESSEMER,10.0000%,AL State Tax,1,0,0,
US,AL,35021,BESSEMER,10.0000%,AL State Tax,1,0,0,
US,AL,35022,BESSEMER,10.0000%,AL State Tax,1,0,0,
US,AL,35023,HUEYTOWN,10.0000%,AL State Tax,1,0,0,
US,AL,35031,BLOUNT COUNTY,10.0000%,AL State Tax,1,0,0,
US,AL,35032,BON AIR TOWN,10.0000%,AL State Tax,1,0,0,
US,AL,35033,CULLMAN COUNTY,10.0000%,AL State Tax,1,0,0,
US,AL,35034,BIBB COUNTY,10.0000%,AL State Tax,1,0,0,
US,AL,35035,BIBB COUNTY,10.0000%,AL State Tax,1,0,0,
US,AL,35036,GARDENDALE,10.0000%,AL State Tax,1,0,0,
US,AL,35038,DORA,10.0000%,AL State Tax,1,0,0,
US,AL,35040,CALERA (SHELBY CO),10.0000%,AL State Tax,1,0,0,
US,AL,35042,CENTREVILLE,10.0000%,AL State Tax,1,0,0,
US,AL,35043,CHELSEA,10.0000%,AL State Tax,1,0,0,
US,AL,35044,CHILDERSBURG,10.0000%,AL State Tax,1,0,0,
US,AL,35045,CLANTON,10.0000%,AL State Tax,1,0,0,
US,AL,35046,CHILTON COUNTY,10.0000%,AL State Tax,1,0,0,
US,AL,35048,CLAY,10.0000%,AL State Tax,1,0,0,
US,AL,35049,CLEVELAND PJ,10.0000%,AL State Tax,1,0,0,
US,AL,35051,SHELBY COUNTY,10.0000%,AL State Tax,1,0,0,
US,AL,35052,ST. CLAIR COUNTY,10.0000%,AL State Tax,1,0,0,
US,AL,35053,CULLMAN COUNTY,10.0000%,AL State Tax,1,0,0,
US,AL,35054,ST. CLAIR COUNTY,10.0000%,AL State Tax,1,0,0,
US,AL,35055,CULLMAN,10.0000%,AL State Tax,1,0,0,
US,AL,35056,CULLMAN,10.0000%,AL State Tax,1,0,0,
US,AL,35057,CULLMAN COUNTY,10.0000%,AL State Tax,1,0,0,
US,AL,35058,CULLMAN COUNTY,10.0000%,AL State Tax,1,0,0,
US,AL,35060,ADAMSVILLE PJ,10.0000%,AL State Tax,1,0,0,
US,AL,35061,BIRMINGHAM (JEFFERSON CO),10.0000%,AL State Tax,1,0,0,
US,AL,35062,DORA,10.0000%,AL State Tax,1,0,0,
US,AL,35063,WALKER COUNTY,10.0000%,AL State Tax,1,0,0,
US,AL,35064,FAIRFIELD,10.0000%,AL State Tax,1,0,0,
US,AL,35068,FULTONDALE,10.0000%,AL State Tax,1,0,0,
US,AL,35070,GARDEN CITY,10.0000%,AL State Tax,1,0,0,
US,AL,35071,GARDENDALE,10.0000%,AL State Tax,1,0,0,
US,AL,35072,CLAY COUNTY,10.0000%,AL State Tax,1,0,0,
US,AL,35073,GRAYSVILLE,10.0000%,AL State Tax,1,0,0,
US,AL,35074,BIBB COUNTY,10.0000%,AL State Tax,1,0,0,
US,AL,35077,HANCEVILLE UN,10.0000%,AL State Tax,1,0,0,
US,AL,35078,HARPERSVILLE,10.0000%,AL State Tax,1,0,0,
US,AL,35079,BLOUNT COUNTY,10.0000%,AL State Tax,1,0,0,
US,AL,35080,HELENA (SHELBY CO),10.0000%,AL State Tax,1,0,0,
US,AL,35082,CLAY COUNTY,10.0000%,AL State Tax,1,0,0,
US,AL,35083,CULLMAN COUNTY,10.0000%,AL State Tax,1,0,0,
US,AL,35085,CHILTON COUNTY,10.0000%,AL State Tax,1,0,0,
US,AL,35087,CULLMAN COUNTY,10.0000%,AL State Tax,1,0,0,
US,AL,35089,COOSA COUNTY,10.0000%,AL State Tax,1,0,0,
US,AL,35091,KIMBERLY,10.0000%,AL State Tax,1,0,0,
US,AL,35094,LEEDS (JEFFERSON CO),10.0000%,AL State Tax,1,0,0,
US,AL,35096,LINCOLN,10.0000%,AL State Tax,1,0,0,
US,AL,35097,LOCUST FORK,10.0000%,AL State Tax,1,0,0,
US,AL,35098,CULLMAN COUNTY,10.0000%,AL State Tax,1,0,0,
US,AL,35111,JEFFERSON COUNTY,10.0000%,AL State Tax,1,0,0,
US,AL,35112,MARGARET,10.0000%,AL State Tax,1,0,0,
US,AL,35114,ALABASTER,10.0000%,AL State Tax,1,0,0,
US,AL,35115,MONTEVALLO,10.0000%,AL State Tax,1,0,0,
US,AL,35116,MORRIS,10.0000%,AL State Tax,1,0,0,
US,AL,35117,JEFFERSON COUNTY,10.0000%,AL State Tax,1,0,0,
US,AL,35118,JEFFERSON COUNTY,10.0000%,AL State Tax,1,0,0,
US,AL,35119,GARDENDALE,10.0000%,AL State Tax,1,0,0,
US,AL,35120,ODENVILLE,10.0000%,AL State Tax,1,0,0,
US,AL,35121,ONEONTA,10.0000%,AL State Tax,1,0,0,
US,AL,35123,CULLMAN COUNTY,10.0000%,AL State Tax,1,0,0,
US,AL,35124,PELHAM,10.0000%,AL State Tax,1,0,0,
US,AL,35125,ST. CLAIR COUNTY,10.0000%,AL State Tax,1,0,0,
US,AL,35126,JEFFERSON COUNTY,10.0000%,AL State Tax,1,0,0,
US,AL,35127,PLEASANT GROVE,10.0000%,AL State Tax,1,0,0,
US,AL,35128,PELL,10.0000%,AL State Tax,1,0,0,
US,AL,35130,WALKER COUNTY,10.0000%,AL State Tax,1,0,0,
US,AL,35131,RAGLAND,10.0000%,AL State Tax,1,0,0,
US,AL,35133,BLOUNT COUNTY,10.0000%,AL State Tax,1,0,0,
US,AL,35135,RIVERSIDE,10.0000%,AL State Tax,1,0,0,
US,AL,35136,ROCKFORD,10.0000%,AL State Tax,1,0,0,
US,AL,35137,BIBB COUNTY,10.0000%,AL State Tax,1,0,0,
US,AL,35139,ADAMSVILLE PJ,10.0000%,AL State Tax,1,0,0,
US,AL,35142,BIBB COUNTY,10.0000%,AL State Tax,1,0,0,
US,AL,35143,SHELBY COUNTY,10.0000%,AL State Tax,1,0,0,
US,AL,35146,ST. CLAIR COUNTY,10.0000%,AL State Tax,1,0,0,
US,AL,35147,SHELBY COUNTY,10.0000%,AL State Tax,1,0,0,
US,AL,35148,SUMITON (WALKER CO),10.0000%,AL State Tax,1,0,0,
US,AL,35149,TALLADEGA COUNTY,10.0000%,AL State Tax,1,0,0,
US,AL,35150,SYLACAUGA,10.0000%,AL State Tax,1,0,0,
US,AL,35151,TALLADEGA COUNTY,10.0000%,AL State Tax,1,0,0,
US,AL,35160,TALLADEGA,10.0000%,AL State Tax,1,0,0,
US,AL,35171,THORSBY,10.0000%,AL State Tax,1,0,0,
US,AL,35172,BLOUNT COUNTY,10.0000%,AL State Tax,1,0,0,
US,AL,35173,TRUSSVILLE (JEFFERSON CO),10.0000%,AL State Tax,1,0,0,
US,AL,35175,MARSHALL COUNTY,10.0000%,AL State Tax,1,0,0,
US,AL,35176,SHELBY COUNTY,10.0000%,AL State Tax,1,0,0,
